timestamp,nom_salle,capacite_salle,temperature,temperature_ext,humidite,pression,nb_eleves_presents,jour,heure,minute,jour_semaine,est_weekend,salle_ouverte,heure_sin,heure_cos,ratio_occupation,ecart_temp_int_ext,ouvert_x_occupation,delta_temperature,delta_humidite,delta_pression,delta_temperature_ext,delta_occupation,temperature_lag1,temperature_lag2,temperature_ext_lag1,temperature_ext_lag2,humidite_lag1,humidite_lag2,pression_lag1,pression_lag2,nb_eleves_presents_lag1,nb_eleves_presents_lag2,temperature_moy_gliss_2,temperature_moy_gliss_6,temperature_ext_moy_gliss_2,temperature_ext_moy_gliss_6,humidite_moy_gliss_2,humidite_moy_gliss_6,nb_eleves_presents_moy_gliss_2,nb_eleves_presents_moy_gliss_6
2025-08-20 22:00:00,C013,30,32.0,34.7,35.5,1014.8,0,2025-08-20,22,0,2,0,0,-0.5000000000000004,0.8660254037844384,0.0,-2.700000000000003,0,-1.0,0.10000000000000142,0.10000000000002274,-1.7000000000000028,0.0,32.0,32.0,34.7,34.7,35.5,35.5,1014.8,1014.8,0.0,0.0,32.0,32.0,34.7,34.7,35.5,35.5,0.0,0.0
2025-08-20 22:30:00,C013,30,31.0,33.0,35.6,1014.9,0,2025-08-20,22,30,2,0,0,-0.3826834323650904,0.9238795325112865,0.0,-2.0,0,-1.0,0.10000000000000142,0.10000000000002274,-1.7000000000000028,0.0,32.0,32.0,34.7,34.7,35.5,35.5,1014.8,1014.8,0.0,0.0,31.5,31.5,33.85,33.85,35.55,35.55,0.0,0.0
2025-08-20 23:00:00,C013,30,30.7,33.0,40.3,1014.7,0,2025-08-20,23,0,2,0,0,-0.2588190451025207,0.9659258262890683,0.0,-2.3000000000000007,0,-0.3000000000000007,4.699999999999996,-0.1999999999999318,0.0,0.0,31.0,32.0,33.0,34.7,35.6,35.5,1014.9,1014.8,0.0,0.0,30.85,31.233333333333334,33.0,33.56666666666667,37.95,37.13333333333333,0.0,0.0
2025-08-20 23:30:00,C013,30,29.9,31.7,36.6,1014.5,0,2025-08-20,23,30,2,0,0,-0.13052619222005168,0.9914448613738104,0.0,-1.8000000000000007,0,-0.8000000000000007,-3.6999999999999957,-0.20000000000004547,-1.3000000000000007,0.0,30.7,31.0,33.0,33.0,40.3,35.6,1014.7,1014.9,0.0,0.0,30.299999999999997,30.9,32.35,33.1,38.45,37.0,0.0,0.0
2025-08-21 00:00:00,C013,30,29.9,31.0,40.6,1014.5,0,2025-08-21,0,0,3,0,0,0.0,1.0,0.0,-1.1000000000000014,0,0.0,4.0,0.0,-0.6999999999999993,0.0,29.9,30.7,31.7,33.0,36.6,40.3,1014.5,1014.7,0.0,0.0,29.9,30.7,31.35,32.68,38.6,37.72,0.0,0.0
2025-08-21 00:30:00,C013,30,28.6,29.9,42.3,1014.3,0,2025-08-21,0,30,3,0,0,0.13052619222005157,0.9914448613738104,0.0,-1.2999999999999972,0,-1.2999999999999972,1.6999999999999957,-0.20000000000004547,-1.1000000000000014,0.0,29.9,29.9,31.0,31.7,40.6,36.6,1014.5,1014.5,0.0,0.0,29.25,30.349999999999998,30.45,32.21666666666667,41.45,38.483333333333334,0.0,0.0
2025-08-21 01:00:00,C013,30,28.1,29.4,35.6,1014.1,0,2025-08-21,1,0,3,0,0,0.25881904510252074,0.9659258262890683,0.0,-1.2999999999999972,0,-0.5,-6.699999999999996,-0.1999999999999318,-0.5,0.0,28.6,29.9,29.9,31.0,42.3,40.6,1014.3,1014.5,0.0,0.0,28.35,29.7,29.65,31.333333333333332,38.95,38.5,0.0,0.0
2025-08-21 01:30:00,C013,30,27.3,28.2,35.4,1013.9,0,2025-08-21,1,30,3,0,0,0.3826834323650898,0.9238795325112867,0.0,-0.8999999999999986,0,-0.8000000000000007,-0.20000000000000284,-0.20000000000004547,-1.1999999999999993,0.0,28.1,28.6,29.4,29.9,35.6,42.3,1014.1,1014.3,0.0,0.0,27.700000000000003,29.083333333333332,28.799999999999997,30.533333333333335,35.5,38.46666666666667,0.0,0.0
2025-08-21 02:00:00,C013,30,25.9,26.0,39.1,1014.0,0,2025-08-21,2,0,3,0,0,0.49999999999999994,0.8660254037844387,0.0,-0.10000000000000142,0,-1.4000000000000021,3.700000000000003,0.10000000000002274,-2.1999999999999993,0.0,27.3,28.1,28.2,29.4,35.4,35.6,1013.9,1014.1,0.0,0.0,26.6,28.283333333333335,27.1,29.366666666666664,37.25,38.266666666666666,0.0,0.0
2025-08-21 02:30:00,C013,30,25.2,25.6,41.8,1013.6,0,2025-08-21,2,30,3,0,0,0.6087614290087207,0.7933533402912352,0.0,-0.40000000000000213,0,-0.6999999999999993,2.6999999999999957,-0.39999999999997726,-0.3999999999999986,0.0,25.9,27.3,26.0,28.2,39.1,35.4,1014.0,1013.9,0.0,0.0,25.549999999999997,27.5,25.8,28.349999999999998,40.45,39.13333333333333,0.0,0.0
